COMPANY,EXP,Industry ,JOB,Location.1,Min Salary,Max Salary,Salary.1
Công ty TNHH Lotus Energy,1 năm,Biên phiên dịch,Trợ Lý Dự Án (Nam - Tiếng Trung),Hồ Chí Minh,0,0,0
Công ty TNHH LTP Việt Nam,2 năm,"BĐS,Xây dựng",HSE Staff,Hồ Chí Minh,0,0,0
CÔNG TY TNHH LỮ HÀNH QUỐC TẾ PEGAS VIỆT NAM,1 năm,"Du lịch,Khách sạn",Nhân Viên Sales Tour Outbound & Inbound,"Hồ Chí Minh, Khánh Hoà",0,0,0
Công ty TNHH Luật Tâm Long,0,Luật,Thực Tập Sinh Pháp Lý,Hà Nội,0,0,0
CÔNG TY TNHH LUCAS DIAMOND,2 năm,"Marketing,PR,QC",Nhân Viên Quay Dựng Tiktok,Hồ Chí Minh,12,15,12-15
CÔNG TY TNHH M.V LIÊN MINH,2 năm,"Kế toán,Kiểm toán,Thuế","Kế Toán Bán Hàng - Từ 2 Năm Kinh Nghiệm - Làm Việc Tại Bình Thạnh, Hồ Chí Minh",Hồ Chí Minh,0,0,0
Công Ty TNHH M4G,0,"Chăm sóc khách hàng,Vận hành","Nhân Viên Chăm Sóc Khách Hàng - Lĩnh Vực Game, Không Yêu Cầu Kinh Nghiệm, Nhận Việc Ngay",Bình Dương,8,9,8-9
CÔNG TY TNHH MAI LI SA,0,"Du lịch,Khách sạn","Nhân Viên Lễ Tân, Lương Từ 15 - 20 Triệu",Lâm Đồng,15,20,15-20
CÔNG TY TNHH MAI LI SA,1 năm,"Bán lẻ,Dịch vụ đời sống","Nhân Viên Thu Ngân, Lương Từ 10 - 15 Triệu",Lâm Đồng,10,15,10-15
Công ty TNHH Malca-Amit Việt Nam,2 năm,,Operation- Implant (Tiếng Anh Tốt) - Chỉ Tuyển Nữ - Nhận Việc Ngay,Hồ Chí Minh,0,0,0
CÔNG TY TNHH MARATHON EDUCATION,1 năm,"Giáo dục,Đào tạo",Giáo Viên THCS/THPT (Dạy Online - Remote),Hồ Chí Minh,0,0,0
CÔNG TY TNHH MARKETING METAS GROUP,5 năm,Biên phiên dịch,Phiên Dịch Tiếng Hàn Tại Nam Từ Liêm [ Lương Cứng Upto 25 Triệu/ Tháng]- Đi Làm Ngay,Hà Nội,20,25,20-25
Công ty TNHH MathExpress,0,"Giáo dục,Đào tạo","Trợ Giảng Parttime (Môn Toán) [Hà Nội] - Thu Nhập Cạnh Tranh, Không Yêu Cầu Kinh Nghiệm",Hà Nội,0,0,0
Công ty TNHH MathExpress,3 năm,"Giáo dục,Đào tạo","Quản Lý Trung Tâm Giáo Dục [Hoài Đức - Hà Nội] - Thu Nhập Upto 16Tr+++, Tối Thiểu 3 Năm Kinh Nghiệm",Hà Nội,13,16,13-16
Công ty TNHH MathExpress,3 năm,"Giáo dục,Đào tạo","Trưởng Nhóm Hành Chính Nhân Sự [Nam Từ Liêm - Hà Nội] - Lương Cơ Bản Upto 14Tr+++, Tối Thiểu 3 Năm K...",Hà Nội,12,14,12-14
CÔNG TY TNHH MAXPEED VIỆT NAM,1 năm,"Kế toán,Kiểm toán,Thuế",Nhân Viên Kế Toán,Hà Nội,0,0,0
Công ty TNHH May Mặc GFC,2 năm,,Nhân Viên Kho,Hồ Chí Minh,7,9,7-9
Công ty TNHH Máy tính Nam Kinh,1 năm,"Kinh doanh,Bán hàng",Kỹ Sư Tư Vấn Giải Pháp Kỹ Thuật - Thu Nhập 15-25 Triệu - Hà Nội,Hà Nội,0,0,0
Công ty TNHH Máy tính Nam Kinh,1 năm,"Kinh doanh,Bán hàng","Nhân Viên Sale & Marketing Mảng Máy Tính, Lương Cứng Từ 10,280,000 Vnd/ Tháng",Hà Nội,0,0,0
CÔNG TY TNHH MẸ VÀ BÉ FAGOMOM,0,"Kinh doanh,Bán hàng","Nhân Viên Kinh Doanh - Tư Vấn Bán Hàng Nhận Thực Tập Sinh/ Sinh Viên Chờ Bằng Lương Cứng Từ 6,5 - 1...",Hồ Chí Minh,0,0,0
CÔNG TY TNHH MEMENT VIETNAM,0,"Marketing,PR,QC",Chuyên Gia Chiến Lược Nội Dung AI Y Tế Và Thẩm Mỹ - Thu Nhập Cao - Làm Việc Tại Hà Nội,Hà Nội,0,0,0
CÔNG TY TNHH MEMENT VIETNAM,1 năm,"Marketing,PR,QC",Digital Media Influencer - Thu Nhập Cạnh Tranh Hấp Dẫn - Làm Việc Tại Hà Nội,Hà Nội,0,0,0
CÔNG TY TNHH MEMENT VIETNAM,1 năm,"Marketing,PR,QC",Social Media Video Creator - Thu Nhập Hấp Dẫn - Làm Việc Tại Hà Nội,Hà Nội,0,0,0
CÔNG TY TNHH MI HÀ NỘI,0,,Nhân Viên Kho Vận Lắp Đặt - Fulltime,Hồ Chí Minh,7,12,7-12
Công Ty TNHH Miền Nhiệt Đới Nha Trang,3 năm,Luật,Luật Sư,Hồ Chí Minh,0,0,0
CÔNG TY TNHH MIGHTYID VIETNAM,1 năm,Công nghệ thông tin,Backend,Hồ Chí Minh,0,0,0
CÔNG TY TNHH MIGHTYID VIETNAM,1 năm,Công nghệ thông tin,Frontend Developer (VueJS/NuxtJS),Hồ Chí Minh,0,0,0
Công ty TNHH Minh Long Digital,0,,Nhân Viên Kho Vận Lắp Đặt - Fulltime - Hồ Chí Minh,Hồ Chí Minh,8,15,8-15
CÔNG TY TNHH MINH PHÚ ICC,0-1 năm,"BĐS,Xây dựng",Nhân Viên Thiết Kế Nội Thất/ Designer 3D - Upto 20 Triệu/Tháng,Hà Nội,20,0,20
Công ty TNHH Minigood Việt Nam,1 năm,"Bán lẻ,Dịch vụ đời sống",Quản Lý Cửa Hàng Biết Tiếng Trung,Hải Phòng,8.5,14,8.5-14
Công ty TNHH Minigood Việt Nam,1 năm,"Kinh doanh,Bán hàng",Quản Lý Cửa Hàng Biết Tiếng Trung,Hải Phòng,8.5,14,8.5-14
CÔNG TY TNHH MIWA TECH,1 năm,Biên phiên dịch,Biên Phiên Dịch Tiếng Nhật,Hồ Chí Minh,0,0,0
CÔNG TY TNHH MLT ENTERTAINMENT,1 năm,"Marketing,PR,QC",Quản Lý Idol Livestream TikTok - Lương Cứng Up To 15 Triệu - Tại Thủ Đức Hồ Chí Minh,Hồ Chí Minh,10,15,10-15
CÔNG TY TNHH MMC QUỐC TẾ- CN SÀI GÒN,1 năm,"Bán lẻ,Dịch vụ đời sống",Chuyên Viên Kinh Doanh Phát Triển Đại Lý - Sales Thị Trường Ngành Hàng Thiết Bị - Nhận Việc Ngay Tại...,Hồ Chí Minh,35,0,35
Công ty TNHH Moda Việt Nam,1 năm,"Bán lẻ,Dịch vụ đời sống",Nhân Viên Kinh Doanh Tư Vấn Thời Trang/ Nhân Viên Tư Vấn/ Sales - Đi Làm Ngay (Thu Nhập 12 Triệu - 2...,Hà Nội,12,25,12-25
CÔNG TY TNHH MODOBOM QUỐC TẾ,0,"Marketing,PR,QC",Nhân Viên Marketing Online - Vĩnh Phúc - Lương Từ 5 - 7 Triệu - Không Yêu Cầu Kinh Nghiệm,Vĩnh Phúc,5,7,5-7
CÔNG TY TNHH MOKSA,1 năm,,"Nhân Viên Kho Nam - Thu Nhập 15 Triệu, Tiếng Trung, HSK5",Hồ Chí Minh,12,15,12-15
CÔNG TY TNHH MỘNG HÁN CHINESE,0,"Giáo dục,Đào tạo",Giáo Viên Tiếng Trung (Dạy Offline) Tại Bắc Ninh (Yêu Cầu HSK5) Lương Upto 18 Triệu- Đi Làm Ngay,Bắc Ninh,12,18,12-18
CÔNG TY TNHH MỘNG HÁN CHINESE,1 năm,"Giáo dục,Đào tạo",Giáo Viên Tiếng Trung (Dạy Offline) - Lương Upto 15 Triệu Tại Hiệp Hoà - Đi Làm Ngay,Bắc Giang,10,15,10-15
CÔNG TY TNHH MONSTARLAB VIỆT NAM,0,Biên phiên dịch,Business Analysis (BA) Tiếng Nhật,Hà Nội,50,0,50
CÔNG TY TNHH MONSTARLAB VIỆT NAM,0,Biên phiên dịch,Thực Tập Sinh Tiếng Nhật,Hà Nội,0,0,0
CÔNG TY TNHH MỘT THÀNH VIÊN CHUYỂN ĐỘNG,3 năm,"Marketing,PR,QC",Digital Marketing Specialist,Hà Nội,12,15,12-15
CÔNG TY TNHH MỘT THÀNH VIÊN DỊCH VỤ DU LỊCH SSC VIỆT NAM,1 năm,"Du lịch,Khách sạn",Nhân Viên Điều Hành Tour - Thu Nhập 7-10 Triệu - Đà Nẵng,Đà Nẵng,7,10,7-10
CÔNG TY TNHH MỘT THÀNH VIÊN GIÁO DỤC VÀ ĐÀO TẠO THIÊN THANH,0,"Giáo dục,Đào tạo",Giáo Viên Tiếng Anh,Hải Dương,10,15,10-15
Công Ty TNHH Một Thành Viên Hoàng Phúc,2 năm,"BĐS,Xây dựng",Kiến Trúc Sư Thiết Kế Công Trình - 2 Năm Kinh Nghiệm - Đi Làm Ngay,Bình Dương,15,25,15-25
CÔNG TY TNHH MỘT THÀNH VIÊN KHÁCH SẠN AZUMAYA,0,"Du lịch,Khách sạn",Nhân Viên Buồng Phòng Khách Sạn,Hồ Chí Minh,5.5,7,5.5-7
Công Ty TNHH Một Thành Viên Kinh Doanh Và Dịch Vụ Ô Tô Hà Nội,0,"Kinh doanh,Bán hàng",Dược Sĩ Nhà Thuốc - Khu Vực Cửu Long - Lương Đến 15 Triệu/ Tháng (Nhận Việc Ngay),Hà Nội,20,50,20-50
CÔNG TY TNHH MỘT THÀNH VIÊN LIÊN HỢP KHOA HỌC - CÔNG NGHỆ - MÔI TRƯỜNG BIWASE,1 năm,"Điện,Điện tử viễn thông",Kỹ Sư Kỹ Thuật Điện,Bình Dương,12,18,12-18
CÔNG TY TNHH MỘT THÀNH VIÊN NIHON VINA,1 năm,"Kế toán,Kiểm toán,Thuế",Kế Toán Viên Tại Hồ Chí Minh (Lương 10tr - 15tr + Thưởng),Hồ Chí Minh,10,15,10-15
CÔNG TY TNHH MỘT THÀNH VIÊN PHÁT TRIỂN VÀ TƯ VẤN GIÁO DỤC LÂM PHƯƠNG,0,"Giáo dục,Đào tạo",Giáo Viên Tiếng Anh,Quảng Ngãi,8,12,8-12
CÔNG TY TNHH MỘT THÀNH VIÊN SẢN XUẤT KINH DOANH DỊCH VỤ TRÂM ANH,5+ năm,"Kế toán,Kiểm toán,Thuế",Kế Toán Trưởng - Thu Nhập Đến 30 Triệu,Hồ Chí Minh,25,30,25-30
CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI VÀ DỊCH VỤ ĐẠI Á,0,"BĐS,Xây dựng",Nhân Viên Kỹ Thuật – Bảo Trì Máy Lọc Nước Làm Việc Ở Hồ Chí Minh,Hồ Chí Minh,7,12,7-12
CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI VÀ DỊCH VỤ ĐẠI Á,0,"Chăm sóc khách hàng,Vận hành",Nhân Viên Kinh Doanh / Chăm Sóc Khách Hàng / Tư Vấn - Lương Cơ Bản Từ 8tr-10tr/Tháng,Hồ Chí Minh,8,12,8-12
CÔNG TY TNHH MRKIM VIETNAM,0,"Điện,Điện tử viễn thông",Nhân Viên Kỹ Thuật Máy Tính - Cyber X-Stadium,Hồ Chí Minh,8,12,8-12
CÔNG TY TNHH MRKIM VIETNAM,0-1 năm,"Chăm sóc khách hàng,Vận hành",Nhân Viên Chăm Sóc Khách Hàng - Thương Mại Điện Tử,Hồ Chí Minh,6,8,6-8
CÔNG TY TNHH MTV BÁNH KẸO VÀ DỊCH VỤ AN TRANG,0,"Chăm sóc khách hàng,Vận hành","Nhân Viên Chăm Sóc Khách Hàng Trực Page Quà Tặng, Đi Làm Ngay, Ninh Bình",Ninh Bình,7,12,7-12
Công ty TNHH MTV Chuyển phát nhanh Thuận Phong - CN Hà Nội,0,,Nhân Viên Giám Sát Điều Phối Kho,Hà Nội,8,10,8-10
Công ty TNHH MTV Giáo dục và Đào tạo Thiên Thanh,0,"Giáo dục,Đào tạo",Giáo Viên Tiếng Anh / English Teacher (Được Đào Tạo) - Dạy Tại Hải Dương,Hải Dương,10,15,10-15
Công ty TNHH MTV TMDV Kachiusa,0-1 năm,"Du lịch,Khách sạn",Nhân Viên Lễ Tân,Đà Nẵng,0,0,0
CÔNG TY TNHH MUSE MEDICAL,2 năm,Biên phiên dịch,Phiên Dịch Tiếng Hàn,Hồ Chí Minh,15,25,15-25
CÔNG TY TNHH MVG ĐÌNH VŨ,2 năm,,Nhân Viên Chứng Từ,Hải Phòng,0,0,0
CÔNG TY TNHH NABATI VIỆT NAM,2 năm,"Bán lẻ,Dịch vụ đời sống",Giám Sát Bán Hàng Kênh Truyền Thống - Biên Hòa,Đồng Nai,0,0,0
CÔNG TY TNHH NABATI VIỆT NAM,3 năm,"Bán lẻ,Dịch vụ đời sống",Sales Capability Manager,Hồ Chí Minh,0,0,0
CÔNG TY TNHH NABATI VIỆT NAM,3 năm,"Kinh doanh,Bán hàng",Sales Capability Manager,Hồ Chí Minh,0,0,0
CÔNG TY TNHH NACILAW,2 năm,Luật,Chuyên Viên Sáng Chế (2 Năm Kinh Nghiệm) - Khu Vực Thanh Xuân,Hà Nội,0,0,0
CÔNG TY TNHH NAMYANG GLOBAL,3 năm,,Operation Staff (Female Only) - TP.HCM,Hồ Chí Minh,0,0,0
CÔNG TY TNHH N-ASSET VIỆT NAM,2 năm,"BĐS,Xây dựng",Sales Assistant – Apartment Leasing,Hồ Chí Minh,20000000,0,20000000
CÔNG TY TNHH NATIONWIDE CONSULTING,0,"Chăm sóc khách hàng,Vận hành",Nhân Viên Kinh Doanh/ Telesale/ Tư Vấn/ Chăm Sóc Khách Hàng (Làm Ca Đêm - Thu Nhập Upto 30 Triệu) -...,Hồ Chí Minh,15,30,15-30
CÔNG TY TNHH NEXFUN,1 năm,Công nghệ thông tin,Motion Graphic Design/Thiết Kế Đồ Họa Chuyển Động,Hồ Chí Minh,15,25,15-25
CÔNG TY TNHH NEXFUN,1 năm,"Marketing,PR,QC",Motion Graphic Design/Thiết Kế Đồ Họa Chuyển Động,Hồ Chí Minh,15,25,15-25
CÔNG TY TNHH NGÂN HÀ GLOBAL,1 năm,"Bán lẻ,Dịch vụ đời sống",Nhân Viên Thị Trường - Sale Thức Ăn Thú Cưng (Thu Nhập Up To 30 Triệu/Tháng),Hồ Chí Minh,30,80,30-80
CÔNG TY TNHH NHÀ HÀNG TUNG DINING,1 năm,Công nghệ thông tin,"Nhân Viên Thiết Kế Đồ Họa/ Graphic Designer - Hoàn Kiếm, Hà Nội (Thu Nhập Up To 15 Triệu) Đi Làm Nga...",Hà Nội,12,15,12-15
Công ty TNHH Ni Hao,1 năm,"Giáo dục,Đào tạo",Giáo Viên Tiếng Trung FullTime,Hồ Chí Minh,8.3,12,8.3-12
CÔNG TY TNHH NIDEC SV PROBE VIETNAM,0,"Điện,Điện tử viễn thông",SIPI Engineer,Bình Dương,0,0,0
CÔNG TY TNHH NIPPON INTERIA,1 năm,"BĐS,Xây dựng","Nhân Viên Kinh Doanh/Tư Vấn Bán Hàng Tại Showroom Lương Cứng 8 - 15 Triệu, Thu Nhập 20 - 35 Triệu (...","Hồ Chí Minh, Hà Nội",20,35,20-35
CÔNG TY TNHH NỘI THẤT HITA,1 năm,"Bán lẻ,Dịch vụ đời sống","Nhân Viên Kế Toán Thuế Và Điều Phối Đơn Hàng Tại Quận 6, TP.HCM",Hồ Chí Minh,9,11,9-11
CÔNG TY TNHH NỘI THẤT HITA,1 năm,"Kế toán,Kiểm toán,Thuế","Nhân Viên Kế Toán Thuế Và Điều Phối Đơn Hàng Tại Quận 6, TP.HCM",Hồ Chí Minh,9,11,9-11
Công ty TNHH Nội Thất Tùy Chỉnh Phúc Mỹ Gia,5 năm,Biên phiên dịch,Trợ Lý Phiên Dịch Tiếng Trung,Hồ Chí Minh,0,0,0
CÔNG TY TNHH NÔNG LÂM NGHIỆP CÔNG NGHỆ CAO MINH CHÂU,3 năm,"BĐS,Xây dựng",Thiết Kế Nội Thất/ Thiết Kế Kiến Trúc - Lương Upto 30 Triệu - Đi Làm Ngay Tại Hà Nội,Hà Nội,15,30,15-30
CÔNG TY TNHH NÔNG NGHIỆP DẾ MÈN,0,"Chăm sóc khách hàng,Vận hành","Nhân Viên Chăm Sóc Khách Hàng (Thu Nhập 7,5 - 12 Triệu/Tháng)",Hà Tĩnh,7.5,12,7.5-12
CÔNG TY TNHH NƯỚC MẮM CANA,5+ năm,"Bán lẻ,Dịch vụ đời sống",Giám Đốc Kinh Doanh,"Hồ Chí Minh, Hà Nội",150,200,150-200
CÔNG TY TNHH NƯỚC MẮM CANA,5+ năm,"Bán lẻ,Dịch vụ đời sống",Giám Đốc Marketing (FMCG),Hồ Chí Minh,80,100,80-100
CÔNG TY TNHH NƯỚC MẮM CANA,5+ năm,"Bán lẻ,Dịch vụ đời sống",Phó Giám Đốc Nhân Sự,Hồ Chí Minh,40,60,40-60
CÔNG TY TNHH NƯỚC MẮM CANA,5+ năm,"Marketing,PR,QC",Giám Đốc Marketing (FMCG),Hồ Chí Minh,80,100,80-100
CÔNG TY TNHH OHMYHOTEL&CO VN,0,"Chăm sóc khách hàng,Vận hành",Customer Service (Japanese/Korean/English),Hồ Chí Minh,10,20,10-20
CÔNG TY TNHH OUTCUBATOR VIỆT NAM,3 năm,Luật,Global Legal Specialist (Good English),Hà Nội,20000000,0,20000000
CÔNG TY TNHH PANEL HOME VINA,1 năm,"BĐS,Xây dựng","Nhân Viên Kinh Doanh, Yêu Cầu Nam (Dự Án Công Trình Xây Dựng), 1 Năm Kinh Nghiệm, Lương Cứng 10 - 25...",Hà Nội,0,0,0
CÔNG TY TNHH PANEL HOME VINA,1 năm,"Kinh doanh,Bán hàng","Nhân Viên Kinh Doanh, Yêu Cầu Nam (Dự Án Công Trình Xây Dựng), 1 Năm Kinh Nghiệm, Lương Cứng 10 - 25...",Hà Nội,0,0,0
CÔNG TY TNHH PAPASAN VIỆT NAM,0-1 năm,"Bán lẻ,Dịch vụ đời sống",Nhân Viên Kinh Doanh/ Sale Online - Thu Nhập Từ 20-65 Triệu - Làm Việc Tại Cầu Giấy/Hà Nội,Hà Nội,20,65,20-65
CÔNG TY TNHH PAPASAN VIỆT NAM,0-1 năm,"BĐS,Xây dựng",Nhân Viên Kinh Doanh/ Sale Online - Thu Nhập Từ 20-65 Triệu - Làm Việc Tại Cầu Giấy/Hà Nội,Hà Nội,20,65,20-65
CÔNG TY TNHH PASSPORT LOUNGE,0-1 năm,"Du lịch,Khách sạn",Nhân Viên Sale Du Lịch - Hồ Chí Minh- Thu Nhập Upto 30 Triệu,Hồ Chí Minh,30,0,30
CÔNG TY TNHH PERSOLKELLY VIỆT NAM,0,"Chăm sóc khách hàng,Vận hành",Call Center/ Trực Tổng Đài ( Yêu Cầu Tiếng Nhật) Lương 15-23 Triệu Tại Hồ Chí Minh,Hồ Chí Minh,15,23,15-23
Công ty TNHH PHẠM,1 năm,"Kế toán,Kiểm toán,Thuế",Kế Toán Tổng Hợp Tại Hà Nội,Hà Nội,8,10,8-10
CÔNG TY TNHH PHẦN MỀM DAMI,1 năm,Công nghệ thông tin,Nhân Viên Kinh Doanh Phần Mềm - Có Kinh Nghiệm - Làm Việc Tại Gò Vấp - Hồ Chí Minh,Hồ Chí Minh,0,0,0
CÔNG TY TNHH PHÂN PHỐI LIÊN KẾT QUỐC TẾ (ILD),2 năm,Luật,Trưởng Nhóm Pháp Lý,Hồ Chí Minh,0,0,0
CÔNG TY TNHH PHÁT TRIỂN CÔNG NGHỆ RUNTIME,0,Công nghệ thông tin,Nhân Viên Sales (Business Development) |Lương Gross 8 - 30 Triệu/Tháng + Thưởng,"Hồ Chí Minh, Hà Nội",0,0,0
CÔNG TY TNHH PHÁT TRIỂN CÔNG NGHỆ VÀ GIẢI PHÁP TOÀN CẦU,1 năm,"Điện,Điện tử viễn thông","Nhân Viên Kỹ Thuật (Lắp Đặt Khóa Vân Tay, Camera)",Hà Nội,8,14,8-14
CÔNG TY TNHH PHÁT TRIỂN HỆ SINH THÁI GIÁO DỤC NHẬT ANH,1 năm,"Giáo dục,Đào tạo",Giáo Viên Tiếng Trung Parttime,"Hồ Chí Minh, Hà Nội",11,16,11-16
CÔNG TY TNHH PHÁT TRIỂN TRUYỀN THÔNG K ENTERTAINMENT,0-1 năm,"Chăm sóc khách hàng,Vận hành","Nhân Viên Vận Hành KOC [Hà Nội/ Hồ Chí Minh] - Thu Nhập Upto 15Tr+++, Nhiều Đãi Ngộ Hấp Dẫn","Hà Nội, Hồ Chí Minh",8,15,8-15
CÔNG TY TNHH PHÁT TRIỂN TRUYỀN THÔNG K ENTERTAINMENT,1 năm,"Marketing,PR,QC","Account - Đối Tác Nhãn Hàng [Hà Nội/ Hồ Chí Minh] - Thu Nhập Upto 12Tr+++, Tối Thiểu 1 Năm Kinh Nghi...","Hà Nội, Hồ Chí Minh",8,12,8-12
CÔNG TY TNHH PHÁT TRIỂN VIỆT QUỐC TẾ,2 năm,"Bán lẻ,Dịch vụ đời sống",Trưởng Nhóm R&D (Ngành Chế Biến) - Tại Bình Tân - Thu Nhập Từ 18-25 Triệu,Hồ Chí Minh,0,0,0
Công ty TNHH Phiên Dịch và Đào Tạo Vạn Tín (Dịch thuật Vạn Tín),0,Biên phiên dịch,Thực Tập Sinh Checker Biên Dịch,Hà Nội,1,1.5,1-1.5
CÔNG TY TNHH PHONG THUỶ MỸ NGHỆ AN PHÁT,1 năm,Công nghệ thông tin,Video Creator & Graphic Designer Tối Thiểu 1 Năm Kinh Nghiệm (Thu Nhập Từ 10-17 Triệu/ Tháng),Hà Nội,10,17,10-17
CÔNG TY TNHH PHONG THUỶ MỸ NGHỆ AN PHÁT,1 năm,"Marketing,PR,QC",Video Creator & Graphic Designer Tối Thiểu 1 Năm Kinh Nghiệm (Thu Nhập Từ 10-17 Triệu/ Tháng),Hà Nội,10,17,10-17
CÔNG TY TNHH PHỤ TÙNG Ô TÔ LIOHO VIỆT NAM,0,Biên phiên dịch,Nhân Viên Văn Thư Tiếng Trung - Không Yêu Cầu KN,Hưng Yên,10,15,10-15
CÔNG TY TNHH PI VINA QUẢNG TRỊ,5 năm,,Trưởng Phòng Quản Lý Đơn Hàng,Quảng Trị,20,30,20-30
CÔNG TY TNHH POSCO DX VIỆT NAM,2 năm,Biên phiên dịch,Biên Phiên Dịch,Bà Rịa-Vũng Tàu,20,0,20
CÔNG TY TNHH PRIMA THP,0,"Bán lẻ,Dịch vụ đời sống",Nhân Viên Tư Vấn Kiêm Chăm Sóc Khách Hàng Lương Cứng Không Phụ Thuộc Doanh Số Thu Nhập 15-25 Triệu T...,Hồ Chí Minh,15,25,15-25
Công ty TNHH Pulmuone Việt Nam,1 năm,"Bán lẻ,Dịch vụ đời sống",Nhân Viên Trade Marketing Kênh MT,Hồ Chí Minh,6.5,8,6.5-8
Công ty TNHH Qisda Việt Nam,1 năm,,Trợ Lý Bộ Phận Vật Tư( Tiếng Trung),Hà Nam,10,18,10-18
Công Ty TNHH QMH Computer - Tập đoàn Quanta,0,"Điện,Điện tử viễn thông",Kỹ Sư Kỹ Thuật (SMT/PE/TE/AME/QA/Repair...) Tại Nam Định Và Các Khu Vực Lân Cận - Lương Từ 13-25M,Nam Định,0,0,0
CÔNG TY TNHH QR CONNECT,0,Biên phiên dịch,Nhân Viên Tiếng Nhật,Đà Nẵng,12,0,12
CÔNG TY TNHH QUẢN LÝ ĐẦU TƯ REI,0-1 năm,"BĐS,Xây dựng",Thực Tập Sinh Kinh Doanh Bất Động Sản / TTS Sales,Hồ Chí Minh,0,0,0
CÔNG TY TNHH QUẢN LÝ DỊCH VỤ ĂN UỐNG VỊ KHANG,0,"Bán lẻ,Dịch vụ đời sống",Nhân Viên Kinh Doanh/ Telesale/ Tư Vấn Ngành F&B,Hồ Chí Minh,12,0,12
Công Ty TNHH Quản Lý Và Dịch Vụ Tài Sản Thành Công,2 năm,"Điện,Điện tử viễn thông",Trưởng Ca Kỹ Thuật Tòa Nhà,Hà Nội,10,16,10-16
CÔNG TY TNHH QUANTEL GLOBAL VIỆT NAM,0-1 năm,"Điện,Điện tử viễn thông",Kỹ Sư Dịch Vụ Kỹ Thuật/ Service Engineer - Không Yêu Cầu Kinh Nghiệm,Bắc Ninh,0,0,0
Công ty TNHH Quốc tế Daiichi Group,0-1 năm,"Du lịch,Khách sạn",Hướng Dẫn Viên Theo Xe,"Hà Nội, Hải Phòng",8,15,8-15
CÔNG TY TNHH QUỐC TẾ HẢI TRIỀU PHONG,0,"Giáo dục,Đào tạo",Giáo Viên Tiếng Anh Thu Nhập Từ 15 - 30 Triệu Tại Hải Dương,Hải Dương,15,30,15-30
CÔNG TY TNHH QUỐC TẾ VIỄN ĐÔNG,0,Biên phiên dịch,Nhân Viên Tiếng Trung,Tây Ninh,10,12,10-12
CÔNG TY TNHH RAON,3 năm,"BĐS,Xây dựng","Kỹ Sư Hiện Trường [KCN Yên Phong - Bắc Ninh] - Lương Cơ Bản Upto 20Tr+++, Tối Thiểu 3 Năm Kinh Nghiệ...",Bắc Ninh,14,20,14-20
Công Ty TNHH RECHIC,5 năm,"Bán lẻ,Dịch vụ đời sống",Head Of Human Resources Mảng Retail/Fashion Từ 5 Năm Kinh Nghiệm - Thu Nhập Hấp Dẫn,Hồ Chí Minh,0,0,0
CÔNG TY TNHH RU9,3 năm,"Kế toán,Kiểm toán,Thuế",Kế Toán Tổng Hợp (Lương Cứng 15 Triệu + Thưởng KPI),Hồ Chí Minh,13,15,13-15
Công ty TNHH Sailun Việt Nam,0,Biên phiên dịch,"Nhân Viên Nghiệp Vụ Văn Phòng Tiếng Trung - Gò Dầu, Tây Ninh (Thu Nhập 10 - 14 Triệu)",Tây Ninh,10,14,10-14
CÔNG TY TNHH SAINT - HONORE ĐẦU TƯ VÀ THƯƠNG MẠI,0,"Bán lẻ,Dịch vụ đời sống",Nhân Viên Bán Hàng Tại Cửa Hàng Hà Nội,Hà Nội,7,0,7
CÔNG TY TNHH SAMPO VINA,0,Biên phiên dịch,Phiên Dịch Tiếng Trung,Bắc Ninh,12,15,12-15
CÔNG TY TNHH SẢN XUẤT - THƯƠNG MẠI - DỊCH VỤ VÀ XÂY DỰNG TUẤN MINH,2 năm,"Kế toán,Kiểm toán,Thuế",Kế Toán Thuế Thu Nhập 11-14 Triệu ( Tân Phú) Đi Làm Ngay,Hồ Chí Minh,11,14,11-14
CÔNG TY TNHH SẢN XUẤT & THƯƠNG MẠI ĐẤT MỚI,0,"Kế toán,Kiểm toán,Thuế",Nhân Viên Kế Toán Nội Bộ Tại Hải Phòng,Hải Phòng,8,9,8-9
CÔNG TY TNHH SẢN XUẤT CHÍNH XÁC SUMMITECH (VIỆT NAM),0,,Nhân Viên Xuất Nhập Khẩu,Bình Dương,0,0,0
Công Ty TNHH Sản Xuất Hàng May Mặc Việt Nam,0,Biên phiên dịch,Nhân Viên Phiên Dịch Tiếng Trung,Vĩnh Phúc,10,15,10-15
Công Ty TNHH Sản Xuất TDT Technology,1 năm,"Bán lẻ,Dịch vụ đời sống",Nhân Viên Kinh Doanh/ Sale Xe Đạp - Hồ Chí Minh - Thu Nhập Hấp Dẫn,Hồ Chí Minh,20,0,20
Công ty TNHH Sản Xuất Thang Máy Smartrise Việt Nam,0-1 năm,"Điện,Điện tử viễn thông",Nhân Viên Thiết Kế,Hà Nội,8,20,8-20
CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI DỊCH VỤ KIM ĐIỀN,1 năm,"Bán lẻ,Dịch vụ đời sống",Nhân Viên Sales Thị Trường/ Sales F&B - Lương Cơ Bản Từ 8 - 10 Triệu/Tháng,Hồ Chí Minh,15,20,15-20
